APN,Minority_Owned,Female_Owned,RecordID,BusDesc,B1_PER_SUB_TYPE,DBA,NAICS,Tax_Code,Employee_Num,Bus_Own_Type,B1_BUSINESS_NAME,B1_ADDRESS1,B1_ADDRESS2,B1_CITY,B1_STATE,B1_ZIP,B1_CONTACT_TYPE,B1_FULL_ADDRESS,B1_SITUS_CITY,B1_SITUS_STATE,B1_SITUS_ZIP,Business_Location
ZZZZZZZZZZZZZ,No,No,BL-010735,ENVIRONMENTAL QUALITY PROG,Professional SemiProfessional,PROFESSIONAL SERV INDUST INC,924110,P,0,Corporation,PROFESSIONAL SERV INDUST INC,545 E ALGONQUIN RD,,ARLINGTON HTS,IL,60005-4376,Business Owner,0   VARIOUS,BERKELEY,CA,94704,"0 VARIOUS
BERKELEY, IL 94704"
,,,BL-003689,FOOD TRUCK,Retail Trade,DOJO DOG LLC,722513 - Limited-Service Restaurants,R,0,LLC,DOJO DOG LLC,PO BOX 61085,,PALO ALTO,CA,94306-6085,Business Owner,0 VARIOUS,BERKELEY,CA,94704,"0 VARIOUS
BERKELEY, CA 94704"
,No,No,BL-051958,ARCHITECTURAL DESIGN,Professional SemiProfessional,SMITHGROUP INC,541310 - Architectural Services,P,168,Corporation,SMITHGROUP INC,301 BATTERY ST FL 6,,SAN FRANCISCO,CA,94111-3237,Business Owner,0   VARIOUS,BERKELEY,CA,94704,"0 VARIOUS
BERKELEY, CA 94704"
ZZZZZZZZZZZZZ,,,BL-014520,AWNING FURNISHING & INSTALLATION,Construction or Contractor,SUNCOAST AWNING LLC,238990 - All Other Specialty Trade Contractors,C,4,LLC,,837 ARNOLD DR STE 3,,MARTINEZ,CA,94553-6534,Business Owner,0 VARIOUS,BERKELEY,CA,94704,"0 VARIOUS
BERKELEY, CA 94704"
058 220600400,No,Yes,BL-051148,ROOMING HOUSE-RES RENTAL,Rental of Real Property,NO GOOD DEED LLC,721310 - Rooming and Boarding Houses,L,0,LLC,NO GOOD DEED LLC,41 CLIFFSIDE DR,,DALY CITY,CA,94015-1042,Business Owner,2669   LE CONTE AVE,BERKELEY,CA,94709,"2669 LE CONTE AVE
BERKELEY, CA 94709
(37.877369, -122.257586)"
ZZZZZZZZZZZZZ,,,BL-016391,CONSTRUCTION,Construction or Contractor,PJD CONSTRUCTION INC,236115 - New Single-Family Housing Construction (except For-Sale Builders),C,2,Corporation,PJD CONSTRUCTION INC,1856 29TH AVE,,SAN FRANCISCO,CA,94122-4225,Business Owner,0 VARIOUS,BERKELEY,CA,94704,"0 VARIOUS
BERKELEY, CA 94704"
060 235500304,No,Yes,BL-051725,TEA,Retail Trade,BLUE WILLOW TEA CO,445299 - All Other Specialty Food Stores,R,2,LLC,,1200 10TH ST,,BERKELEY,CA,94710-1509,Business Owner,1200   TENTH ST,BERKELEY,CA,94710,"1200 TENTH ST
BERKELEY, CA 94710
(37.882039, -122.297555)"
ZZZZZZZZZZZZZ,,,BL-043183,ROOFING CONTRACTOR,Construction or Contractor,DOMINGUEZ ROOFING,238160 - Roofing Contractors,C,3,Sole Ownership,,1150 KEY AVENUE,,SAN FRANCISCO,CA,94124,Business Owner,0   VARIOUS,BERKELEY,CA,94704,"0 VARIOUS
BERKELEY, CA 94704"
,Yes,Yes,BL-053599,HAIR STYLIST,Business Personal Repair Svs,SIMONE ONI,812112 - Beauty Salons,B,0,Sole Ownership,SIMONE ONI,81 SHORELINE CT,,RICHMOND,CA,94804,Business Owner,2118   VINE ST,BERKELEY,CA,94709,"2118 VINE ST
BERKELEY, CA 94709
(37.880291, -122.26884)"
053 158801400,,,BL-004275,THERAPEUTIC BODYWORK,Massage,BARBARA STEIBER CMP,812199 - Other Personal Care Services,BM,0,Sole Ownership,BARBARA STEIBER CMP,2127 ASHBY AVE STE 3,,BERKELEY,CA,94705-1884,Business Owner,2127 ASHBY AVE,BERKELEY,CA,94705,"2127 ASHBY AVE
BERKELEY, CA 94705
(37.855445, -122.265328)"
ZZZZZZZZZZZZZ,,,BL-009593,PLUMBING & SEWER,Construction or Contractor,ECONOMY ROOTER & PLUMBING INC,"238220 - Plumbing, Heating, and Air-Conditioning Contractors",C,1,Corporation,,1752 84TH AVE,,OAKLAND,CA,94621-1707,Business Owner,0 VARIOUS,BERKELEY,CA,94704,"0 VARIOUS
BERKELEY, CA 94704"
,,,BL-002595,GENERAL CONTRACTOR,Construction or Contractor,ALECK CONSTRUCTION,236118 - Residential Remodelers,C,0,Sole Ownership,,1863 SAN PEDRO AVE,,BERKELEY,CA,94707,Business Owner,0 VARIOUS,BERKELEY,CA,94704,"0 VARIOUS
BERKELEY, CA 94704"
ZZZZZZZZZZZZZ,No,No,BL-052165,PLUMBING CONTRACTOR,Construction or Contractor,SEWER SOLUTIONS,"238220 - Plumbing, Heating, and Air-Conditioning Contractors",C,0,Sole Ownership,,2253 MT WHITNEY DRIVE,,PITTSBURG,CA,94565,Business Owner,0   VARIOUS,BERKELEY,CA,94704,"0 VARIOUS
BERKELEY, CA 94704"
ZZZZZZZZZZZZZ,,,BL-014069,ROOFING,Construction or Contractor,A R ROOFING INC,238160 - Roofing Contractors,C,1,Corporation,,1515 67TH AVE,,OAKLAND,CA,94621-3661,Business Owner,0 VARIOUS,BERKELEY,CA,94704,"0 VARIOUS
BERKELEY, CA 94704"
,,,BL-009226,FIRE PROTECTION CONTRACTOR,Construction or Contractor,KINGSGUARD FIRE PROTECTION INC,238990 - All Other Specialty Trade Contractors,C,1,Corporation,,999 42ND ST,,OAKLAND,CA,94608-3711,Business Owner,0 VARIOUS,BERKELEY,CA,94704,"0 VARIOUS
BERKELEY, CA 94704"
,,,BL-012083,TELECOMMUNICATION SERVICES,Construction or Contractor,ERICSSON INC,238990 - All Other Specialty Trade Contractors,C,4,Corporation,ERICSSON INC,6300 LEGACY DR,,PLANO,TX,75024-3607,Business Owner,0 VARIOUS,BERKELEY,CA,94704,"0 VARIOUS
BERKELEY, TX 94704"
ZZZZZZZZZZZZZ,,,BL-015025,CONTRACTOR - REMODEL,Construction or Contractor,BRASHER WOODWORKS,236118 - Residential Remodelers,C,0,Sole Ownership,,499 IDORA AVE,,VALLEJO,CA,94591-7417,Business Owner,0 VARIOUS,BERKELEY,CA,94704,"0 VARIOUS
BERKELEY, CA 94704"
ZZZZZZZZZZZZZ,,,BL-015593,"CONSTRUCTION, REMODELS",Construction or Contractor,BAY CITY CONTRACTORS INC,236118 - Residential Remodelers,C,9,,,20 ROSEBANK AVE,,KENTFIELD,CA,94904-1609,Business Owner,0 VARIOUS,BERKELEY,CA,94704,"0 VARIOUS
BERKELEY, CA 94704"
ZZZZZZZZZZZZZ,,,BL-016266,GENERAL CONTRACTOR,Construction or Contractor,GRAY WEST CONSTRUCTION INC,236115 - New Single-Family Housing Construction (except For-Sale Builders),C,6,Corporation,,421 E CERRITOS AVE,,ANAHEIM,CA,92805-6320,Business Owner,0 VARIOUS,BERKELEY,CA,94704,"0 VARIOUS
BERKELEY, CA 94704"
053 158901801,Yes,Yes,BL-033047,TAQUERIA,Retail Trade,TAQUERIA LA FAMILIA,722211,R,4,Sole Ownership,,2971 SHATTUCK AVE,,BERKELEY,CA,94705,Business Owner,2971   SHATTUCK AVE,BERKELEY,CA,94705,"2971 SHATTUCK AVE
BERKELEY, CA 94705
(37.85561, -122.26654)"
ZZZZZZZZZZZZZ,,,BL-015759,ACOUSTICAL CEILINGS,Construction or Contractor,CEILING EXPERTS INC,238990 - All Other Specialty Trade Contractors,C,5,Corporation,,1340 MAIN AVE,,SACRAMENTO,CA,95838-2404,Business Owner,0 VARIOUS,BERKELEY,CA,94704,"0 VARIOUS
BERKELEY, CA 94704"
,No,No,BL-049009,GARDENING & TREE SERVICES,Business Personal Repair Svs,ENRIQUEZ MENDOZA YARD WORK AND,561730 - Landscaping Services,B,1,Sole Ownership,ENRIQUEZ MENDOZA YARD WORK AND,1623 90TH AVE,,OAKLAND,CA,94603-1505,Business Owner,0   VARIOUS,BERKELEY,CA,94704,"0 VARIOUS
BERKELEY, CA 94704"
ZZZZZZZZZZZZZ,,,BL-015558,PV SOLAR INSTALLERS,Construction or Contractor,STANDARD ECO LLC,238990 - All Other Specialty Trade Contractors,C,2,LLC,,8332 E SAN ROSENDO DR,,SCOTTSDALE,AZ,85258-1831,Business Owner,0 VARIOUS,BERKELEY,CA,94704,"0 VARIOUS
BERKELEY, AZ 94704"
058 217400300,Yes,Yes,BL-005223,COSMETOLOGY,Business Personal Repair Svs,VIVEUR,812112 - Beauty Salons,B,3,,VIVEUR,1662 SHATTUCK AVE,,BERKELEY,CA,94709-1631,Business Owner,1662   SHATTUCK AVE,BERKELEY,CA,94709,"1662 SHATTUCK AVE
BERKELEY, CA 94709
(37.877155, -122.269021)"
,No,No,BL-003868,SERVICE & REPAIR PLUMBING,Construction or Contractor,ALANSI'S ROOTER & PLUMBING,"238220 - Plumbing, Heating, and Air-Conditioning Contractors",C,2,Sole Ownership,ALANSIS PLUMBING,3420 GIANT RD,,SAN PABLO,CA,94806-2051,Business Owner,0 VARIOUS,BERKELEY,CA,94704,"0 VARIOUS
BERKELEY, CA 94704"
ZZZZZZZZZZZZZ,,,BL-011888,CHARTER BUS,Entertainment Recreation,LUX BUS AMERICA CO,485510 - Charter Bus Industry,E,399,Corporation,,851 E CERRITOS AVE,,ANAHEIM,CA,92805-6328,Business Owner,0 VARIOUS,BERKELEY,CA,94704,"0 VARIOUS
BERKELEY, CA 94704"
,,,BL-004385,GENERAL CONTRACTOR,Construction or Contractor,ASSEMBLY BUILDERS INC,236118 - Residential Remodelers,C,15,Corporation,,521 CURTIS ST,,ALBANY,CA,94706-1418,Business Owner,0 VARIOUS,BERKELEY,CA,94704,"0 VARIOUS
BERKELEY, CA 94704"
,,,BL-003110,MASONRY SUBCONTRACTOR,Construction or Contractor,JGINGER MASONRY LP,238140 - Masonry Contractors,C,0,LLC,,8188 LINCOLN AVE STE 100,,RIVERSIDE,CA,92504-4329,Business Owner,0 VARIOUS,BERKELEY,CA,94704,"0 VARIOUS
BERKELEY, CA 94704"
059 226903200,No,Yes,BL-051263,MUSIC INSTRUCTION,Professional SemiProfessional,MUSIC CONNECTS,611610 - Fine Arts Schools,P,0,Sole Ownership,MUSIC CONNECTS,1415 M L KING JR WAY,,BERKELEY,CA,94709,Business Owner,1415   M L KING JR WAY,BERKELEY,CA,94709,"1415 M L KING JR WAY
BERKELEY, CA 94709"
,,,BL-002368,GENERAL CONTRACTOR,Construction or Contractor,WIKIUP DESIGN,236118 - Residential Remodelers,C,1,Sole Ownership,,4900 CARRIAGE LN,,SANTA ROSA,CA,95403-1320,Business Owner,0 VARIOUS,BERKELEY,CA,94704,"0 VARIOUS
BERKELEY, CA 94704"
ZZZZZZZZZZZZZ,Yes,Yes,BL-033941,STREET ARTIST,Street Vendors,SIMPLY SALMA'S TREASURES,,,0,Sole Ownership,,3930 MILTON DR,,EL SOBRANTE,CA,94803-3024,Business Owner,0   VARIOUS,BERKELEY,CA,94704,"0 VARIOUS
BERKELEY, CA 94704"
ZZZZZZZZZZZZZ,,,BL-012668,FLOORING CONTRACTOR,Construction or Contractor,JMW CARPET & FLOORING INC,238330 - Flooring Contractors,C,3,Corporation,,483 VICTORY AVE,,S SAN FRAN,CA,94080-6314,Business Owner,0 VARIOUS,BERKELEY,CA,94704,"0 VARIOUS
BERKELEY, CA 94704"
ZZZZZZZZZZZZZ,No,No,BL-051246,WORKFORCE MANAGEMENT SOFTWARE,Manufacturing,KRONOS INC,334518,M,0,Corporation,KRONOS INC,900 CHELMSFORD ST UNIT 312,,LOWELL,MA,01851-8312,Business Owner,0   VARIOUS,BERKELEY,CA,94704,"0 VARIOUS
BERKELEY, MA 94704"
ZZZZZZZZZZZZZ,,,BL-016028,INTERIOR AND EXTERIOR PAINTING,Construction or Contractor,ANDERSON PAINTING INC,238320 - Painting and Wall Covering Contractors,C,18,Corporation,,2260 DALE AVE,,SACRAMENTO,CA,95815-2924,Business Owner,0 VARIOUS,BERKELEY,CA,94704,"0 VARIOUS
BERKELEY, CA 94704"
ZZZZZZZZZZZZZ,,,BL-015335,CONSTRUCTION,Construction or Contractor,SANTOYO CONSTRUCTION,238990 - All Other Specialty Trade Contractors,C,1,Sole Ownership,,2377 WENDELL AVE,,RICHMOND,CA,94804-1212,Business Owner,0 VARIOUS,BERKELEY,CA,94704,"0 VARIOUS
BERKELEY, CA 94704"
ZZZZZZZZZZZZZ,,,BL-013277,SIGNAGE - INSTALLATION,Construction or Contractor,SIGNCRAFT INC,238990 - All Other Specialty Trade Contractors,C,3,Corporation,,375 MERIDIAN AVE,,SAN JOSE,CA,95126-3418,Business Owner,0 VARIOUS,BERKELEY,CA,94704,"0 VARIOUS
BERKELEY, CA 94704"
ZZZZZZZZZZZZZ,,,BL-014123,"INFORMATION TECHNOLOGY SALES, SERVICE & CONSULTING",Professional SemiProfessional,INTEGRATION PARTNERS CORPORATION,541511 - Custom Computer Programming Services,P,344,Corporation,,12 HARTWELL AVE,,LEXINGTON,MA,02421-3113,Business Owner,0 VARIOUS,BERKELEY,CA,94704,"0 VARIOUS
BERKELEY, MA 94704"
,No,No,BL-009145,RESIDENTIAL RENTAL 4 UNITS,Rental of Real Property,MARTIN ENTERPRISES LLC,531110 - Lessors of Residential Buildings and Dwellings,L,1,LLC,MARTIN ENTERPRISES LLC,1250 67TH ST,,EMERYVILLE,CA,94608-1121,Business Owner,1908   WOOLSEY ST,BERKELEY,CA,94703,"1908 WOOLSEY ST
BERKELEY, CA 94703
(37.851923, -122.269771)"
,No,No,BL-002443,COMMERCIAL RENTAL OFFICE/STORE,Non Profit Organizations,CALIFORNIA ANNUAL CONF,531120 - Lessors of Nonresidential Buildings (except Miniwarehouses),N,45,Corporation,,1341 W ROBINHOOD DR #A,,STOCKTON,CA,95207-5725,Business Owner,2655   TELEGRAPH AVE,BERKELEY,CA,94704,"2655 TELEGRAPH AVE
BERKELEY, CA 94704
(37.861974, -122.258841)"
057 202401002,,,BL-007250,TRANSPORTATION CONSULTING SERVICES,Professional SemiProfessional,PARISI TRANSPORTATION CONSULTING,"541614 - Process, Physical Distribution, and Logistics Consulting Services",P,10,Corporation,PARISI TRANSPORTATION CONSULTING,58A ALTA VISTA AVE,,MILL VALLEY,CA,94941,Business Owner,1936 UNIVERSITY AVE 250,BERKELEY,CA,94704,"1936 UNIVERSITY AVE 250
BERKELEY, CA 94704
(37.87162, -122.272165)"
053 161800703,No,No,BL-049645,RENTAL PROPERTY,Rental of Real Property,ANDERSON PHILIP & TIBBS JAMES,533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),L,0,Partnership,ANDERSON PHILIP & TIBBS JAMES,1112 CLARENDON CRESCENT,,OAKLAND,CA,94610,Business Owner,2948   SACRAMENTO ST,BERKELEY,CA,94702,"2948 SACRAMENTO ST
BERKELEY, CA 94702
(37.854081, -122.279266)"
057 201701601,No,No,BL-022200,NON PROFIT COMMUNICATION MEDIA INC,Non Profit Organizations,BERKELEY COMMUNITY MEDIA INC,519190 - All Other Information Services,N,7,Corporation,BERKELEY COMMUNITY MEDIA INC,PO BOX 2687,,BERKELEY,CA,94702-0687,Business Owner,2134 M L KING JR WAY,BERKELEY,CA,94704,"2134 M L KING JR WAY
BERKELEY, CA 94704"
052 156308500,,,BL-015349,PSYCHOTHERAPY PRIVATE PRACTICE,Professional SemiProfessional,MICHAEL A MARSMAN LCSW,"621112 - Offices of Physicians, Mental Health Specialists",P,1,Sole Ownership,MICHAEL A MARSMAN LCSW,3155 COLLEGE AVE,,BERKELEY,CA,94705-2755,Business Owner,3155 COLLEGE AVE,BERKELEY,CA,94705,"3155 COLLEGE AVE
BERKELEY, CA 94705
(37.851913, -122.252539)"
ZZZZZZZZZZZZZ,No,No,BL-042793,PORTABLE TOILET RENTAL/SERVICE/ELEC CTR,Business Personal Repair Svs,UNITED SITE SERVICES OF CA INC,562998 - All Other Miscellaneous Waste Management Services,B,3,Corporation,UNITED SITE SERVICES OF CA INC,120 S CENTRAL AVE STE 350,,CLAYTON,MO,63105-1705,Business Owner,0   VARIOUS,BERKELEY,CA,94704,"0 VARIOUS
BERKELEY, MO 94704"
058 214001500,,,BL-005130,"MUSICIAN, TUTOR & WRITER",Entertainment Recreation,SUSAN T MASHIYAMA,"711510 - Independent Artists, Writers, and Performers",E,1,Sole Ownership,,1339 FRANCISCO ST APT G,,BERKELEY,CA,94702,Business Owner,1339 FRANCISCO ST G,BERKELEY,CA,94702,"1339 FRANCISCO ST G
BERKELEY, CA 94702
(37.873416, -122.286779)"
058 212701800,No,Yes,BL-034832,RENTAL PROPERTY TRIPLEX,Rental of Real Property,NYSTROM HULDA,531110 - Lessors of Residential Buildings and Dwellings,L,0,Sole Ownership,NYSTROM HULDA,1029 DELAWARE ST,,BERKELEY,CA,94710,Business Owner,1029   DELAWARE ST,BERKELEY,CA,94710,"1029 DELAWARE ST
BERKELEY, CA 94710
(37.871483, -122.293975)"
052 157001700,,,BL-013697,DENTISTRY,Professional SemiProfessional,GUERISOLI DENTAL GROUP INC,621210 - Offices of Dentists,P,8,Corporation,GUERISOLI DENTAL GROUP INC,2507 ASHBY AVE,,BERKELEY,CA,947052243,Business Owner,2507 ASHBY AVE,BERKELEY,CA,94705,"2507 ASHBY AVE
BERKELEY, CA 94705
(37.856599, -122.256451)"
,Yes,Yes,BL-000592,HOMEOPATHIC CONSULTANT,Professional SemiProfessional,CURATIVE PATH LLC,621399 - Offices of All Other Miscellaneous Health Practitioners,P,0,LLC,CURATIVE PATH LLC,2901 SHATTUCK AVE,,BERKELEY,CA,94705-1808,Business Owner,2901 SHATTUCK AVE,BERKELEY,CA,94705,"2901 SHATTUCK AVE
BERKELEY, CA 94705
(37.856614, -122.266659)"
ZZZZZZZZZZZZZ,,,BL-016433,CONSTRUCTION,Construction or Contractor,WUNG WAH CONSTRUCTION COMPANY,236115 - New Single-Family Housing Construction (except For-Sale Builders),C,0,Sole Ownership,,2110 22ND AVE,,SAN FRANCISCO,CA,94116-1707,Business Owner,0 VARIOUS,BERKELEY,CA,94704,"0 VARIOUS
BERKELEY, CA 94704"
052 156401100,Yes,Yes,BL-049542,RESIDENTIAL RENTAL PROPERTY - 6 UNITS,Rental of Real Property,WEI 1998 FAMILY TRUST,531110 - Lessors of Residential Buildings and Dwellings,L,1,Sole Ownership,WEI 1998 FAMILY TRUST,2166 22ND AVE,,SAN FRANCISCO,CA,94116-1707,Business Owner,2829   PRINCE ST,BERKELEY,CA,94705,"2829 PRINCE ST
BERKELEY, CA 94705
(37.855109, -122.249061)"
052 155801401,,,BL-013254,PSYCHOLOGY SERVICES,Professional SemiProfessional,POOJA SHARMA PSYD,621330 - Offices of Mental Health Practitioners (except Physicians),P,1,Sole Ownership,POOJA SHARMA PSYD,3101 TELEGRAPH AVE # 1,,BERKELEY,CA,94705-1984,Business Owner,3101 TELEGRAPH AVE,BERKELEY,CA,94705,"3101 TELEGRAPH AVE
BERKELEY, CA 94705
(37.853607, -122.260033)"
057 202401801,Yes,No,BL-026163,LAWYER,Professional SemiProfessional,HONG BRIAN,445110 - Supermarkets and Other Grocery (except Convenience) Stores,P,1,Sole Ownership,HONG BRIAN,1919 ADDISON ST 105,,BERKELEY,CA,94704,Business Owner,1919   ADDISON ST 105,BERKELEY,CA,94704,"1919 ADDISON ST 105
BERKELEY, CA 94704
(37.870723, -122.271792)"
058 215802700,,,BL-013686,HYDROPOWER & FISHERIES CONSULTANT,Professional SemiProfessional,SHUTES CHRIS,541620 - Environmental Consulting Services,P,0,Sole Ownership,SHUTES CHRIS,1608 FRANCISCO ST,,BERKELEY,CA,94703-1217,Business Owner,1608 FRANCISCO ST,BERKELEY,CA,94703,"1608 FRANCISCO ST
BERKELEY, CA 94703
(37.874314, -122.279733)"
053 166902700,,,BL-012831,PSYCHOTHERAPY/COUNSELING,Professional SemiProfessional,SE WILLIAMS PSYCHOTHERAPY,621330 - Offices of Mental Health Practitioners (except Physicians),P,1,Sole Ownership,SE WILLIAMS PSYCHOTHERAPY,2880 SACRAMENTO ST,,BERKELEY,CA,94702,Business Owner,2880 SACRAMENTO ST,BERKELEY,CA,94702,"2880 SACRAMENTO ST
BERKELEY, CA 94702
(37.855129, -122.279492)"
055 189401704,,,BL-011184,"RESEARCH, DEVELOPMENT, & TRAINING ON RATIONALITY, COGNITIVE TOOLS",Non Profit Organizations,CENTER FOR APPLIED RATIONALITY,541720 - Research and Development in the Social Sciences and Humanities,N,12,Corporation,CENTER FOR APPLIED RATIONALITY,2036 BANCROFT WAY,,BERKELEY,CA,947041674,Business Owner,2036 BANCROFT WAY,BERKELEY,CA,94704,"2036 BANCROFT WAY
BERKELEY, CA 94704
(37.867499, -122.26852)"
ZZZZZZZZZZZZZ,,,BL-015100,PLUMBING CONTRACTOR,Construction or Contractor,ALFRESCO HEATING,"238220 - Plumbing, Heating, and Air-Conditioning Contractors",C,6,Corporation,,30 PAMARON WAY STE L,,NOVATO,CA,94949-6220,Business Owner,0 VARIOUS,BERKELEY,CA,94704,"0 VARIOUS
BERKELEY, CA 94704"
052 140900101,,,BL-010679,URGENT CARE HOUSE CALL MEDICAL PRACTICE,Professional SemiProfessional,MD AT BEDSIDE,621111 - Offices of Physicians (except Mental Health Specialists),P,0,Sole Ownership,MD AT BEDSIDE,2612 ALCATRAZ AVE STE 1,,BERKELEY,CA,94705-2723,Business Owner,2612 ALCATRAZ AVE 1,BERKELEY,CA,94705,"2612 ALCATRAZ AVE 1
BERKELEY, CA 94705
(37.851181, -122.253054)"
052 155501302,Yes,Yes,BL-018244,COMMERCIAL RENTAL STORE & OFFICE,Rental of Real Property,LEE YVONNE & CHAN ALICE,531110 - Lessors of Residential Buildings and Dwellings,L,0,Partnership,LEE YVONNE & CHAN ALICE,4214 CALIFORNIA ST,,SAN FRANCISCO,CA,94118-1314,Business Owner,2107   WOOLSEY ST,BERKELEY,CA,94705,"2107 WOOLSEY ST
BERKELEY, CA 94705
(37.85241, -122.26588)"
058 220200700,,,BL-016456,LIFE COACHING,Business Personal Repair Svs,SAM ORMAN COACHING,812990 - All Other Personal Services,B,0,Sole Ownership,SAM ORMAN COACHING,2717 HEARST AVE,,BERKELEY,CA,94709-1006,Business Owner,2717 HEARST AVE,BERKELEY,CA,94709,"2717 HEARST AVE
BERKELEY, CA 94709
(37.875646, -122.255897)"
ZZZZZZZZZZZZZ,No,Yes,BL-010288,SUPPLIES DISTRIBUTOR,Retail Trade,PROFESSIONAL POLICE SUPPLY,315999,R,11,Sole Ownership,PROFESSIONAL POLICE SUPPLY,160 AIRWAY BLVD,,LIVERMORE,CA,945517600,Business Owner,0   VARIOUS,BERKELEY,CA,94704,"0 VARIOUS
BERKELEY, CA 94704"
056 199600401,No,No,BL-001361,MULITI-FAMILY AFFORDABLE HOUSING,Non Profit Organizations,UACH LP,531110 - Lessors of Residential Buildings and Dwellings,N,0,Partnership,UACH LP,2220 OXFORD ST,,BERKELEY,CA,94704-1389,Business Owner,1471 ADDISON ST,BERKELEY,CA,94702,"1471 ADDISON ST
BERKELEY, CA 94702
(37.86937, -122.282366)"
055 182201901,No,No,BL-010734,CHIROPRACTIC OFFICE,Professional SemiProfessional,PHILLIPS SCOTT R DC,621310 - Offices of Chiropractors,P,0,Sole Ownership,PHILLIPS SCOTT R DC,3031 TELEGRAPH AVE STE 241,,BERKELEY,CA,94705-2053,Business Owner,2006   DWIGHT WAY 108,BERKELEY,CA,94704,"2006 DWIGHT WAY 108
BERKELEY, CA 94704
(37.863705, -122.269423)"
052 153602300,No,Yes,BL-001514,RESIDENTIAL RENTAL-3 UNITS,Rental of Real Property,CHRISTINA REDSE,531110 - Lessors of Residential Buildings and Dwellings,L,0,Sole Ownership,CHRISTINA REDSE,PO BOX 6419,,ALBANY,CA,947060419,Business Owner,1534 FAIRVIEW ST,BERKELEY,CA,94703,"1534 FAIRVIEW ST
BERKELEY, CA 94703
(37.849915, -122.276677)"
,,,BL-001447,RENTAL PROPERTY-9 UNITS,Rental of Real Property,350 SOUTH VAN NESS LLC,531110 - Lessors of Residential Buildings and Dwellings,L,0,LLC,350 SOUTH VAN NESS LLC,2105 MARTIN LUTHER KING JR WAY FL 2,,BERKELEY,CA,94704-1108,Business Owner,1130 BANCROFT WAY G,BERKELEY,CA,94702,"1130 BANCROFT WAY G
BERKELEY, CA 94702
(37.864814, -122.289255)"
054 176401205,No,No,BL-029865,MEDIA PRODUCTION,Non Profit Organizations,CULTURAL RESEARCH & COMM.,512110 - Motion Picture and Video Production,N,0,Corporation,CULTURAL RESEARCH & COMM.,6514 RAYMOND ST,,OAKLAND,CA,94609,Business Owner,2600   TENTH ST,BERKELEY,CA,94710,"2600 TENTH ST
BERKELEY, CA 94710
(37.858777, -122.29006)"
,,,BL-001747,"TREE CARE, LANDSCAPE, PLANT HEALTH CARE, PEST CONTROL",Business Personal Repair Svs,A PLUS TREE INCORPORATED,561730 - Landscaping Services,B,3,Corporation,A PLUS TREE INCORPORATED,985 WALNUT AVE,,VALLEJO,CA,945921021,Business Owner,2180 DWIGHT WAY A,BERKELEY,CA,94704,"2180 DWIGHT WAY A
BERKELEY, CA 94704
(37.864215, -122.265445)"
ZZZZZZZZZZZZZ,,,BL-015830,GENERAL CONTRACTOR FOR HOME IMPROVEMENT,Construction or Contractor,TOP HOME BUILDERS INC,236115 - New Single-Family Housing Construction (except For-Sale Builders),C,4,Corporation,,5450 THORNWOOD DR,,SAN JOSE,CA,95123-1222,Business Owner,0 VARIOUS,BERKELEY,CA,94704,"0 VARIOUS
BERKELEY, CA 94704"
058 212700700,No,No,BL-030624,GRAPHIC & ART RELATED DESIGNS,Professional SemiProfessional,CELERY DESIGN COLLABORATIVE,541430 - Graphic Design Services,P,6,LLC,CELERY DESIGN COLLABORATIVE,1716 SAN PABLO AVENUE,,BERKELEY,CA,94702,Business Owner,1716 SAN PABLO AVE,BERKELEY,CA,94702,"1716 SAN PABLO AVE
BERKELEY, CA 94702
(37.8729, -122.293445)"
ZZZZZZZZZZZZZ,,,BL-011040,LANDSCAPE,Business Personal Repair Svs,RUBICON LANDSCAPE CORPORATION,561730 - Landscaping Services,B,2,Corporation,RUBICON LANDSCAPE CORPORATION,2500 BISSELL AVENUE,,RICHMOND,CA,948043847,Business Owner,0 VARIOUS,BERKELEY,CA,94704,"0 VARIOUS
BERKELEY, CA 94704"
052 155801401,,,BL-011946,MENTAL HEALTH COUNSELING,Professional SemiProfessional,ANNA HOWLAND PSYCHOTHERAPY,621330 - Offices of Mental Health Practitioners (except Physicians),P,1,Sole Ownership,,1433 MONTEREY ST,,RICHMOND,CA,94804-4944,Business Owner,2140 SHATTUCK AVE 604,BERKELEY,CA,94704,"2140 SHATTUCK AVE 604
BERKELEY, CA 94704
(37.870564, -122.268187)"
052 157900300,,,BL-005552,HAIRDRESSER,Business Personal Repair Svs,KRISTAL REITE,812112 - Beauty Salons,B,1,Sole Ownership,KRISTAL REITE,2910 TELEGRAPH AVE,,BERKELEY,CA,94705-2018,Business Owner,2910 TELEGRAPH AVE,BERKELEY,CA,94705,"2910 TELEGRAPH AVE
BERKELEY, CA 94705
(37.857306, -122.259486)"
056 193400900,Yes,Yes,BL-042275,SENIOR CARE FACILITY - CAPACITY 10,Professional SemiProfessional,GOLDEN OASIS,623312 - Assisted Living Facilities for the Elderly,P,0,Sole Ownership,GOLDEN OASIS,521 STANNAGE AVE,,BERKELEY,CA,94706-1222,Business Owner,2312   TENTH ST,BERKELEY,CA,94710,"2312 TENTH ST
BERKELEY, CA 94710
(37.863854, -122.291682)"
